"hgnc_symbol","ensembl_gene_id","chromosome_name","start_position","end_position","entrezgene_id"
"CDR2L","ENSG00000109089","17",74987632,75005800,30850
"PMP22","ENSG00000109099","17",15229773,15272292,5376
"UNC119","ENSG00000109103","17",28546708,28552631,9094
"ALDOC","ENSG00000109107","17",28573115,28576948,230
"SUPT6H","ENSG00000109111","17",28662198,28702679,6830
"RAB34","ENSG00000109113","17",28714281,28718429,83871
"PHF12","ENSG00000109118","17",28905250,28951771,57649
"GNA13","ENSG00000120063","17",65009289,65056740,10672
"KANSL1","ENSG00000120071","17",46029916,46225389,284058
"CRHR1","ENSG00000120088","17",45784280,45835828,1394
"CRHR1","ENSG00000120088","17",45784280,45835828,104909134
"AKAP1","ENSG00000121057","17",57085092,57121346,8165
"COIL","ENSG00000121058","17",56938199,56961050,8161
"TRIM25","ENSG00000121060","17",56836387,56914080,7706
"SCPEP1","ENSG00000121064","17",56978129,57006768,59342
"SPOP","ENSG00000121067","17",49598884,49678163,8405
"TBX2","ENSG00000121068","17",61399843,61409466,6909
"SLC35B1","ENSG00000121073","17",49700934,49709014,10237
"FAM117A","ENSG00000121104","17",49710332,49789180,81558
"KCNJ2","ENSG00000123700","17",70168673,70180044,3759
"USP22","ENSG00000124422","17",20999596,21043760,23326
"SOX9","ENSG00000125398","17",72121020,72126416,6662
"SLC25A35","ENSG00000125434","17",8287763,8295400,399512
"MRPS7","ENSG00000125445","17",75261674,75266376,51081
"GGA3","ENSG00000125447","17",75236599,75262363,23163
"ARMC7","ENSG00000125449","17",75109952,75130272,79637
"NUP85","ENSG00000125450","17",75205659,75235758,79902
"SLC25A19","ENSG00000125454","17",75272981,75289510,60386
"MIF4GD","ENSG00000125457","17",75266228,75271231,57409
"NT5C","ENSG00000125458","17",75130225,75131757,30833
"MED1","ENSG00000125686","17",39404285,39451272,5469
"RPL23","ENSG00000125691","17",38847860,38853764,9349
"THRA","ENSG00000126351","17",40058290,40093867,7067
"NR1D1","ENSG00000126368","17",40092793,40100589,9572
"STAT5A","ENSG00000126561","17",42287547,42311943,6776
"BECN1","ENSG00000126581","17",42810134,42833350,8678
"NSRP1","ENSG00000126653","17",30115521,30186475,84081
"RHOT1","ENSG00000126858","17",32142454,32253374,55288
"EVI2A","ENSG00000126860","17",31316410,31321749,2123
"OMG","ENSG00000126861","17",31272013,31297539,4974
"OMG","ENSG00000126861","17",31272013,31297539,101927057
"EMC6","ENSG00000127774","17",3668812,3669668,83460
"METTL16","ENSG00000127804","17",2405562,2511891,79066
"RNF112","ENSG00000128482","17",19411125,19417276,7732
"SPECC1","ENSG00000128487","17",20008865,20319026,92521
"SOX15","ENSG00000129194","17",7588178,7590094,6665
"RPAIN","ENSG00000129197","17",5419641,5432877,84268
"PLD2","ENSG00000129219","17",4807152,4823434,5338
"CD68","ENSG00000129226","17",7579491,7582111,968
"TXNDC17","ENSG00000129235","17",6640985,6644541,84817
"ATP1B2","ENSG00000129244","17",7646627,7657770,482
"FXR2","ENSG00000129245","17",7591230,7614897,9513
"KIF1C","ENSG00000129250","17",4997950,5028401,10749
"MPDU1","ENSG00000129255","17",7583529,7592789,9526
"QRICH2","ENSG00000129646","17",76274049,76307998,84074
"FOXJ1","ENSG00000129654","17",76136333,76141245,2302
"SEC14L1","ENSG00000129657","17",77088749,77217101,6397
"RHBDF2","ENSG00000129667","17",76470891,76501790,79651
"CBFA2T3","ENSG00000129993","16",88874858,88977207,863
"NOL11","ENSG00000130935","17",67717931,67744531,25926
"C1QL1","ENSG00000131094","17",44959693,44968303,10882
"GFAP","ENSG00000131095","17",44903159,44916937,2670
"HIGD1B","ENSG00000131097","17",44846353,44850476,51751
"CHMP1A","ENSG00000131165","16",89640816,89657738,5119
"RAB11FIP4","ENSG00000131242","17",31391675,31538211,84440
"TUBG1","ENSG00000131462","17",42609641,42615238,7283
"PSME3","ENSG00000131467","17",42824385,42843760,10197
"RPL27","ENSG00000131469","17",42998273,43002959,6155
"PSMC3IP","ENSG00000131470","17",42572310,42577831,29893
"AOC3","ENSG00000131471","17",42851184,42858130,8639
"ACLY","ENSG00000131473","17",41866917,41930542,47
"VPS25","ENSG00000131475","17",42773449,42779599,84313
"RAMP2","ENSG00000131477","17",42758447,42763041,10266
"AOC2","ENSG00000131480","17",42844580,42850707,314
"STARD3","ENSG00000131748","17",39637090,39664201,10948
"RARA","ENSG00000131759","17",40309180,40357643,5914
"PPP1R1B","ENSG00000131771","17",39626740,39636626,84152
"LLGL1","ENSG00000131899","17",18225635,18244875,3996
"CCT6B","ENSG00000132141","17",34927859,34981078,10693
"RAP1GAP2","ENSG00000132359","17",2755705,3037741,23108
"CLUH","ENSG00000132361","17",2689386,2712663,23277
"INPP5K","ENSG00000132376","17",1494577,1516742,51763
"MYBBP1A","ENSG00000132382","17",4538897,4555386,10514
"RPA1","ENSG00000132383","17",1829702,1900082,6117
"SERPINF1","ENSG00000132386","17",1762029,1777565,5176
"UBE2G1","ENSG00000132388","17",4269259,4366628,7326
"ITGB4","ENSG00000132470","17",75721328,75757818,3691
"WBP2","ENSG00000132471","17",75845699,75856507,23558
"H3-3B","ENSG00000132475","17",75776434,75785893,3021
"UNK","ENSG00000132478","17",75784806,75825799,85451
"TRIM47","ENSG00000132481","17",75874164,75878581,91107
"EIF5A","ENSG00000132507","17",7306999,7312463,1984
"KDM6B","ENSG00000132510","17",7834217,7854796,23135
"GPS2","ENSG00000132522","17",7311324,7315564,2874
"XAF1","ENSG00000132530","17",6755447,6775647,54739
"DLG4","ENSG00000132535","17",7187187,7219841,1742
"SDF2","ENSG00000132581","17",28648346,28662189,6388
"FLOT2","ENSG00000132589","17",28879335,28897733,2319
"ERAL1","ENSG00000132591","17",28855010,28861061,26284
"MYH10","ENSG00000133026","17",8474207,8630761,4628
"PEMT","ENSG00000133027","17",17505563,17591708,10400
"SCO1","ENSG00000133028","17",10672474,10698375,6341
"MPRIP","ENSG00000133030","17",17042457,17217679,23164
"FAM104A","ENSG00000133193","17",73207353,73236753,84923
"SLC39A11","ENSG00000133195","17",72645949,73092712,201266
"CALCOCO2","ENSG00000136436","17",48831018,48866522,10241
"RSAD1","ENSG00000136444","17",50478860,50485974,55316
"NMT1","ENSG00000136448","17",44957992,45109016,4836
"SRSF1","ENSG00000136450","17",58000919,58007346,6426
"VEZF1","ENSG00000136451","17",57971547,57988259,7716
"CHAD","ENSG00000136457","17",50464496,50468906,1101
"TACO1","ENSG00000136463","17",63600882,63608365,51204
"TEX2","ENSG00000136478","17",64147227,64263260,55852
"DCAF7","ENSG00000136485","17",63550477,63594279,10238
"LIMD2","ENSG00000136490","17",63695888,63701172,80774
"KAT7","ENSG00000136504","17",49788648,49835026,11143
"DEF8","ENSG00000140995","16",89948697,89968060,54849
"TCF25","ENSG00000141002","16",89873570,89913627,22980
"GALNS","ENSG00000141012","16",88813734,88856970,2588
"GAS8","ENSG00000141013","16",90019629,90044975,2622
"MED9","ENSG00000141026","17",17476994,17493221,55090
"NCOR1","ENSG00000141027","17",16029157,16218185,9611
"COPS3","ENSG00000141030","17",17246616,17281273,8533
"GID4","ENSG00000141034","17",18039408,18068405,79018
"ZNF287","ENSG00000141040","17",16546954,16569204,57336
"KSR1","ENSG00000141068","17",27456470,27626438,8844
"PRPSAP2","ENSG00000141127","17",18840085,18931287,5636
"PCTP","ENSG00000141179","17",55751051,55842830,58488
"TOM1L1","ENSG00000141198","17",54899387,54961956,10040
"C17orf80","ENSG00000141219","17",73232233,73248947,55028
"TOB1","ENSG00000141232","17",50862223,50867978,10140
"VPS53","ENSG00000141252","17",508503,721717,55275
"SGSM2","ENSG00000141258","17",2337498,2381058,9905
"NPEPPS","ENSG00000141279","17",47522942,47624665,9520
"SCRN2","ENSG00000141295","17",47837692,47841289,90507
"SSH2","ENSG00000141298","17",29625938,29930276,85464
"RHBDL3","ENSG00000141314","17",32265832,32324659,162494
"ARSG","ENSG00000141337","17",68259182,68422731,22901
"ABCA8","ENSG00000141338","17",68867289,68955392,10351
"G6PC3","ENSG00000141349","17",44070735,44076344,92579
"CLTC","ENSG00000141367","17",59619689,59696956,1213
"BCAS3","ENSG00000141376","17",60677453,61392838,54828
"PTRH2","ENSG00000141378","17",59674636,59707626,51651
"PELP1","ENSG00000141456","17",4669774,4704337,27043
"ARRB2","ENSG00000141480","17",4710596,4721499,409
"SLC13A5","ENSG00000141485","17",6684719,6713377,284111
"ZMYND15","ENSG00000141497","17",4739833,4746119,84225
"WRAP53","ENSG00000141499","17",7686071,7703502,55135
"MINK1","ENSG00000141503","17",4833340,4898061,50488
"SAT2","ENSG00000141504","17",7626234,7627876,112483
"ASGR1","ENSG00000141505","17",7173431,7179564,432
"TP53","ENSG00000141510","17",7661779,7687538,7157
"CCDC40","ENSG00000141519","17",80036632,80100613,55036
"ARHGDIA","ENSG00000141522","17",81867721,81871378,396
"TMC6","ENSG00000141524","17",78107397,78132407,11322
"SLC16A3","ENSG00000141526","17",82217934,82261129,9123
"TTYH2","ENSG00000141540","17",74213571,74262020,94015
"RAB40B","ENSG00000141542","17",82654973,82698698,10966
"EIF4A3","ENSG00000141543","17",80134369,80147151,9775
"CSNK1D","ENSG00000141551","17",82239023,82273731,1453
"ANAPC11","ENSG00000141552","17",81890790,81900991,51529
"TBCD","ENSG00000141556","17",82752065,82945914,6904
"FN3KRP","ENSG00000141560","17",82716706,82730328,79672
"NARF","ENSG00000141562","17",82458180,82490537,26502
"RPTOR","ENSG00000141564","17",80544819,80966371,57521
"FOXK2","ENSG00000141568","17",82519713,82644662,3607
"TRIM65","ENSG00000141569","17",75880335,75896951,201292
"CBX8","ENSG00000141570","17",79792132,79801683,57332
"RNF157","ENSG00000141576","17",76142465,76240493,114804
"CEP131","ENSG00000141577","17",81189593,81222999,22994
"WDR45B","ENSG00000141580","17",82614562,82648553,56270
"CBX4","ENSG00000141582","17",79833156,79839440,8535
"P3H4","ENSG00000141696","17",41801947,41812604,10609
"NT5C3B","ENSG00000141698","17",41825057,41836260,115024
"RETREG3","ENSG00000141699","17",42579513,42610623,162427
"ERBB2","ENSG00000141736","17",39687914,39730426,2064
"MIEN1","ENSG00000141741","17",39728496,39730532,84299
"PNMT","ENSG00000141744","17",39667981,39670475,5409
"STAC2","ENSG00000141750","17",39210541,39225945,342667
"IGFBP4","ENSG00000141753","17",40443450,40457725,3487
"FKBP10","ENSG00000141756","17",41812680,41823213,60681
"SLC47A1","ENSG00000142494","17",19495385,19579034,55244
"PSMB6","ENSG00000142507","17",4796144,4798502,5694
"TLK2","ENSG00000146872","17",62458658,62615481,11011
"KCNJ16","ENSG00000153822","17",70053429,70135608,3773
"DGKE","ENSG00000153933","17",56834107,56869567,8526
"MSI2","ENSG00000153944","17",57255851,57684689,124540
"GDPD1","ENSG00000153982","17",59220467,59275970,284161
"PITPNC1","ENSG00000154217","17",67377281,67697261,26207
"PRKCA","ENSG00000154229","17",66302613,66810743,5578
"CEP112","ENSG00000154240","17",65635537,66192133,201134
"ABCA9","ENSG00000154258","17",68974488,69060949,10350
"ABCA5","ENSG00000154265","17",69244311,69327244,23461
"FLCN","ENSG00000154803","17",17212212,17237188,201163
"USP43","ENSG00000154914","17",9644698,9729687,124739
"ANKRD40","ENSG00000154945","17",50693198,50707914,91369
"ZNF18","ENSG00000154957","17",11977439,11997475,7566
"CA10","ENSG00000154975","17",51630313,52160017,56934
"SLC38A10","ENSG00000157637","17",81244811,81295547,124565
"COLEC12","ENSG00000158270","18",316737,500722,81035
"SPATA2L","ENSG00000158792","16",89696357,89701705,124044
"ZNF276","ENSG00000158805","16",89720400,89740925,92822
"MRPL10","ENSG00000159111","17",47823272,47831541,124995
"ATP5MC1","ENSG00000159199","17",48892765,48895871,516
"UBE2Z","ENSG00000159202","17",48908407,48929056,65264
"SNF8","ENSG00000159210","17",48929316,48944842,11267
"ARHGAP27","ENSG00000159314","17",45393902,45434421,201176
"ACE","ENSG00000159640","17",63477061,63498380,1636
"ABR","ENSG00000159842","17",1003518,1229738,29
"TAOK1","ENSG00000160551","17",29390363,29551903,57551
"NEK8","ENSG00000160602","17",28725897,28743455,284086
"TLCD1","ENSG00000160606","17",28724348,28727935,116238
"PLXDC1","ENSG00000161381","17",39063313,39154394,57125
"PGAP3","ENSG00000161395","17",39671122,39696797,93210
"GRIN2C","ENSG00000161509","17",74842023,74861504,2905
"FDXR","ENSG00000161513","17",74862497,74873031,2232
"SAP30BP","ENSG00000161526","17",75667251,75708062,29115
"ACOX1","ENSG00000161533","17",75941507,75979177,51
"PRPSAP1","ENSG00000161542","17",76309478,76384521,5635
"CYGB","ENSG00000161544","17",76527356,76551175,114757
"SRSF2","ENSG00000161547","17",76734115,76737333,6427
"MPP3","ENSG00000161647","17",43800799,43833170,4356
"LSM12","ENSG00000161654","17",44034328,44067619,124801
"FAM171A2","ENSG00000161682","17",44353215,44363853,284069
"DBF4B","ENSG00000161692","17",44708608,44752264,80174
"PLCD3","ENSG00000161714","17",45108959,45133354,113026
"MED11","ENSG00000161920","17",4731428,4733608,400569
"CXCL16","ENSG00000161921","17",4733533,4739928,58191
"BCL6B","ENSG00000161940","17",7023050,7030290,255877
"TNFSF13","ENSG00000161955","17",7558292,7561608,8741
"SENP3","ENSG00000161956","17",7561919,7571969,26168
"FGF11","ENSG00000161958","17",7438273,7444937,2256
"EIF4A1","ENSG00000161960","17",7572824,7579006,1973
"RPL26","ENSG00000161970","17",8377516,8383213,6154
"SNHG16","ENSG00000163597","17",76557764,76565348,100507246
"COX11","ENSG00000166260","17",54951902,54968703,1353
"TMEM100","ENSG00000166292","17",55719627,55732121,55273
"MFAP4","ENSG00000166482","17",19383442,19387190,4239
"MAPK7","ENSG00000166484","17",19377721,19383544,5598
"NDEL1","ENSG00000166579","17",8413131,8490411,81565
"CENPV","ENSG00000166582","17",16342534,16353656,201161
"COG1","ENSG00000166685","17",73192632,73208507,9382
"SLFN5","ENSG00000166750","17",35243071,35273655,162394
"PHB","ENSG00000167085","17",49404052,49414901,5245
"SAMD14","ENSG00000167100","17",50110040,50130160,201191
"ACSF2","ENSG00000167107","17",50426158,50474845,80221
"SP2","ENSG00000167182","17",47896150,47928957,6668
"CRK","ENSG00000167193","17",1420689,1463162,1398
"CDK12","ENSG00000167258","17",39461486,39564907,51755
"ENGASE","ENSG00000167280","17",79074824,79088599,64772
"RBFOX3","ENSG00000167281","17",79089345,79516148,146713
"TBC1D16","ENSG00000167291","17",79932343,80035872,125058
"TEPSIN","ENSG00000167302","17",81228277,81239091,146705
"FN3K","ENSG00000167363","17",82735615,82751196,64122
"CA4","ENSG00000167434","17",60149942,60170899,762
"SMG8","ENSG00000167447","17",59209400,59215239,55181
"CDT1","ENSG00000167513","16",88803789,88809258,81620
"TRAPPC2L","ENSG00000167515","16",88856220,88862686,51693
"ANKRD11","ENSG00000167522","16",89267630,89490561,29123
"SPATA33","ENSG00000167523","16",89657740,89671272,124045
"RSKR","ENSG00000167524","17",28601827,28614197,124923
"PROCA1","ENSG00000167525","17",28703197,28711854,147011
"RPL13","ENSG00000167526","16",89560677,89564542,6137
"DHRS13","ENSG00000167536","17",28897781,28903079,147015
"TP53I13","ENSG00000167543","17",29566052,29573157,90313
"CORO6","ENSG00000167549","17",29614756,29622907,84940
"NXN","ENSG00000167693","17",799310,979776,64359
"TLCD3A","ENSG00000167695","17",732412,742968,79850
"GLOD4","ENSG00000167699","17",757097,783390,51031
"SLC43A2","ENSG00000167703","17",1569268,1628886,124935
"RILP","ENSG00000167705","17",1646145,1649866,83547
"SERPINF2","ENSG00000167711","17",1742836,1755265,5345
"WDR81","ENSG00000167716","17",1716523,1738599,124997
"SRR","ENSG00000167720","17",2303383,2325260,63826
"TSR1","ENSG00000167721","17",2322396,2336657,55720
"TRPV3","ENSG00000167723","17",3510502,3557812,162514
"CYB5D2","ENSG00000167740","17",4143168,4187310,124936
"ZNF232","ENSG00000167840","17",5105541,5123116,7775
"MIS12","ENSG00000167842","17",5486285,5490814,79003
"CD300A","ENSG00000167851","17",74466399,74484794,11314
"HID1","ENSG00000167861","17",74950742,74973166,283987
"MRPL58","ENSG00000167862","17",75012670,75021261,3396
"ATP5PD","ENSG00000167863","17",75038863,75046985,10476
"TMEM88","ENSG00000167874","17",7855066,7856099,92162
"SRP68","ENSG00000167881","17",76038775,76072517,6730
"MGAT5B","ENSG00000167889","17",76868404,76950393,146664
"TMC8","ENSG00000167895","17",78130770,78142968,147138
"TK1","ENSG00000167900","17",78174091,78187233,7083
"TMEM99","ENSG00000167920","17",40819106,40836270,147184
"GHDC","ENSG00000167925","17",42188799,42194532,84514
"NKIRAS2","ENSG00000168256","17",42011382,42025644,28511
"DNAJC7","ENSG00000168259","17",41976421,42021376,7266
"HEXIM2","ENSG00000168517","17",45160700,45170040,124790
"TMUB2","ENSG00000168591","17",44186970,44191929,79089
"STAT3","ENSG00000168610","17",42313324,42388540,6774
"AXIN2","ENSG00000168646","17",65528563,65561648,8313
"ABHD15","ENSG00000168792","17",29560547,29567037,116236
"LGALS9","ENSG00000168961","17",27629798,27649560,3965
"HEXD","ENSG00000169660","17",82418318,82442645,284004
"LRRC45","ENSG00000169683","17",82023305,82031151,201255
"CENPX","ENSG00000169689","17",82018702,82024107,201254
"ASPSCR1","ENSG00000169696","17",81976807,82017406,79058
"FASN","ENSG00000169710","17",82078338,82098294,2194
"DUS1L","ENSG00000169718","17",82057506,82065887,64118
"GPS1","ENSG00000169727","17",82050691,82057470,2873
"RFNG","ENSG00000169733","17",82047902,82051831,5986
"DCXR","ENSG00000169738","17",82035136,82037709,51181
"RAC3","ENSG00000169750","17",82031678,82034204,5881
"NLGN2","ENSG00000169992","17",7404874,7419860,57555
"CHD3","ENSG00000170004","17",7884796,7912760,1107
"CNTROB","ENSG00000170037","17",7932101,7949920,116840
"TRAPPC1","ENSG00000170043","17",7930345,7932123,58485
"KCNAB3","ENSG00000170049","17",7921859,7929803,9196
"ZNF778","ENSG00000170100","16",89217703,89237141,197320
"CHRNB1","ENSG00000170175","17",7445061,7457710,1140
"ADPRM","ENSG00000170222","17",10697594,10711558,56985
"ELP5","ENSG00000170291","17",7251416,7259940,23587
"GABARAP","ENSG00000170296","17",7240008,7242449,11337
"STX8","ENSG00000170310","17",9250471,9576591,9482
"UBB","ENSG00000170315","17",16380798,16382745,7314
"GPRC5C","ENSG00000170412","17",74424851,74451653,55890
"ADORA2B","ENSG00000170425","17",15944917,15975746,136
"USP32","ENSG00000170832","17",60177327,60422470,84669
"PPM1D","ENSG00000170836","17",60600183,60666280,8493
"TANC2","ENSG00000170921","17",63009556,63427699,26115
"NPTX1","ENSG00000171246","17",80466834,80477843,4884
"GAA","ENSG00000171298","17",80101556,80119881,2548
"CANT1","ENSG00000171302","17",78991716,79009867,124583
"KRT19","ENSG00000171345","17",41523617,41528308,3880
"WIPF2","ENSG00000171475","17",40219304,40284136,147179
"NEUROD2","ENSG00000171532","17",39603536,39609777,4761
"BPTF","ENSG00000171634","17",67825503,67984378,2186
"MRM3","ENSG00000171861","17",782353,792509,55178
"TVP23B","ENSG00000171928","17",18781111,18806714,51030
"ATPAF2","ENSG00000171953","17",17977409,18039209,91647
"DRC3","ENSG00000171962","17",17972813,18016889,83450
"ORMDL3","ENSG00000172057","17",39921041,39927601,94103
"TEFM","ENSG00000172171","17",30897336,30906238,79736
"COPRS","ENSG00000172301","17",31851871,31859291,55352
"SLFN11","ENSG00000172716","17",35350305,35373701,91607
"FADS6","ENSG00000172782","17",74877302,74893781,283985
"RAB37","ENSG00000172794","17",74670578,74747335,326624
"RPL38","ENSG00000172809","17",74203582,74210655,6169
"DCAKD","ENSG00000172992","17",45023340,45061109,79877
"FAM222B","ENSG00000173065","17",28755978,28855232,55731
"STAT5B","ENSG00000173757","17",42199177,42276707,6777
"CNP","ENSG00000173786","17",41966763,41977740,1267
"JUP","ENSG00000173801","17",41754604,41786931,3728
"HAP1","ENSG00000173805","17",41717742,41734644,9001
"EIF1","ENSG00000173812","17",41688885,41692668,10209
"ENDOV","ENSG00000173818","17",80415165,80438086,284131
"RNF213","ENSG00000173821","17",80260866,80398786,57674
"PHOSPHO1","ENSG00000173868","17",49223366,49230787,162466
"C1QTNF1","ENSG00000173918","17",79022814,79049788,114897
"TCAP","ENSG00000173991","17",39665349,39666554,8557
"PRPF8","ENSG00000174231","17",1650629,1684867,10594
"PITPNA","ENSG00000174238","17",1517718,1562792,5306
"ZBTB4","ENSG00000174282","17",7459366,7484263,57659
"TNK1","ENSG00000174292","17",7380534,7389774,8711
"SLC16A11","ENSG00000174326","17",7041621,7044092,162515
"SNHG29","ENSG00000175061","17",16438767,16478678,125144
"TVP23C","ENSG00000175106","17",15502264,15563595,201158
"YPEL2","ENSG00000175155","17",59331655,59401729,388403
"PPM1E","ENSG00000175175","17",58755854,58985179,22843
"TOM1L2","ENSG00000175662","17",17843511,17972422,146691
"B3GNTL1","ENSG00000175711","17",82942155,83051810,146712
"CTDNEP1","ENSG00000175826","17",7243591,7252491,23399
"BAIAP2","ENSG00000175866","17",81035122,81117432,10458
"ARL4D","ENSG00000175906","17",43398993,43401137,379
"UBE2O","ENSG00000175931","17",76389456,76453152,63893
"CHMP6","ENSG00000176108","17",80991598,81009517,79643
"CCDC57","ENSG00000176155","17",82101460,82212830,284001
"SPHK1","ENSG00000176170","17",76376584,76387860,8877
"CRLF3","ENSG00000176390","17",30769388,30824692,51379
"MYO1D","ENSG00000176658","17",32492522,32877177,4642
"ACSF3","ENSG00000176715","16",89088375,89164121,197322
"CDK5R1","ENSG00000176749","17",32486993,32491253,8851
"LRRC37A3","ENSG00000176809","17",64854312,64919480,374819
"METRNL","ENSG00000176845","17",83079609,83095122,284207
"SHMT1","ENSG00000176974","17",18327860,18363563,6470
"SMCR8","ENSG00000176994","17",18315293,18328056,140775
"TOP3A","ENSG00000177302","17",18271428,18315007,7156
"CASKIN2","ENSG00000177303","17",75500261,75515537,57513
"TIMM22","ENSG00000177370","17",997129,1003671,29928
"HIC1","ENSG00000177374","17",2054154,2063241,3090
"MIEF2","ENSG00000177427","17",18260597,18266552,125170
"CAVIN1","ENSG00000177469","17",42402449,42423256,284119
"TMEM94","ENSG00000177728","17",75441159,75500452,9772
"FLII","ENSG00000177731","17",18244815,18258738,2314
"GRB2","ENSG00000177885","17",75318076,75405709,2885
"CENPBD1","ENSG00000177946","16",89969791,89972534,92806
"TMEM11","ENSG00000178307","17",21197954,21214176,8834
"KLHL11","ENSG00000178502","17",41848518,41865423,55175
"ERN1","ENSG00000178607","17",64039080,64130819,2081
"SUZ12","ENSG00000178691","17",31937007,32001038,23512
"CPNE7","ENSG00000178773","16",89575758,89597246,27132
"PFAS","ENSG00000178921","17",8247618,8270491,5198
"CYBC1","ENSG00000178927","17",82442586,82450829,79415
"CTC1","ENSG00000178971","17",8224815,8248056,80169
"TMEM107","ENSG00000179029","17",8172457,8176399,84314
"PER1","ENSG00000179094","17",8140472,8156506,5187
"MEIS3P1","ENSG00000179277","17",15786618,15787575,NA
"WSCD1","ENSG00000179314","17",6057807,6124427,23302
"GEMIN4","ENSG00000179409","17",744421,753999,50628
"PLD6","ENSG00000179598","17",17200995,17206333,201164
"CDC42EP4","ENSG00000179604","17",73283624,73312005,23580
"RPRML","ENSG00000179673","17",46978156,46979253,388394
"PIPOX","ENSG00000179761","17",28950513,29057216,51268
"RNF227","ENSG00000179859","17",7913339,7916289,284023
"CCDC43","ENSG00000180329","17",44673069,44689779,124808
"SSTR2","ENSG00000180616","17",73165010,73176633,6752
"ZNF594","ENSG00000180626","17",5179535,5191868,84622
"ZFP3","ENSG00000180787","17",5078467,5096374,124961
"CUEDC1","ENSG00000180891","17",57861243,57955412,404093
"KCTD2","ENSG00000180901","17",75032575,75065889,23510
"RPH3AL","ENSG00000181031","17",212389,386254,9501
"METTL23","ENSG00000181038","17",76726830,76733936,124512
"SLC26A11","ENSG00000181045","17",80219699,80253500,284129
"POLR2A","ENSG00000181222","17",7484366,7514616,5430
"TMEM132E","ENSG00000181291","17",34579487,34639318,124842
"LRRC75A","ENSG00000181350","17",16441577,16492193,388341
"OGFOD3","ENSG00000181396","17",82389210,82418637,79701
"AATK","ENSG00000181409","17",81110487,81166221,9625
"RNF135","ENSG00000181481","17",30970984,30999911,84282
"ACBD4","ENSG00000181513","17",45132600,45144181,79777
"SGSH","ENSG00000181523","17",80206716,80220923,6448
"MRPS23","ENSG00000181610","17",57834781,57850056,51649
"SLC2A4","ENSG00000181856","17",7281718,7288257,6517
"TSEN54","ENSG00000182173","17",75515944,75524735,283989
"CYB5D1","ENSG00000182224","17",7857746,7862282,124637
"GLTPD2","ENSG00000182327","17",4788964,4790589,388323
"NPLOC4","ENSG00000182446","17",81556887,81648465,55666
"EXOC7","ENSG00000182473","17",76081016,76121576,23265
"KPNA2","ENSG00000182481","17",68035636,68047364,3838
"MXRA7","ENSG00000182534","17",76672551,76711016,439921
"NXPH3","ENSG00000182575","17",49575871,49583827,11248
"SKA2","ENSG00000182628","17",59109857,59155260,348235
"VMO1","ENSG00000182853","17",4785285,4786433,284013
"GJC1","ENSG00000182963","17",44798448,44830816,10052
"PYCR1","ENSG00000183010","17",81932384,81942412,5831
"NAA38","ENSG00000183011","17",7856685,7885238,84316
"SPNS2","ENSG00000183018","17",4498881,4539035,124976
"SLC25A10","ENSG00000183048","17",81712236,81721016,1468
"AFMID","ENSG00000183077","17",78187317,78207701,125061
"ALYREF","ENSG00000183684","17",81887835,81891586,10189
"RFLNB","ENSG00000183688","17",439978,445939,359845
"NOG","ENSG00000183691","17",56593699,56595611,9241
"COA3","ENSG00000183978","17",42795147,42798704,28958
"ACTG1","ENSG00000184009","17",81509413,81523847,71
"ADAP2","ENSG00000184060","17",30906344,30959322,55803
"KCNJ12","ENSG00000184185","17",21376357,21419870,3768
"CCR10","ENSG00000184451","17",42678889,42683917,2826
"SOCS3","ENSG00000184557","17",78356778,78360077,9021
"KRBA2","ENSG00000184619","17",8356902,8376704,124751
"SEPTIN9","ENSG00000184640","17",77280569,77500596,10801
"FMNL1","ENSG00000184922","17",45221444,45247319,752
"MYADML2","ENSG00000185105","17",81939645,81947233,255275
"LRRC37B","ENSG00000185158","17",32007872,32053504,114659
"UBALD2","ENSG00000185262","17",76265348,76271298,283991
"CCDC137","ENSG00000185298","17",81666737,81673904,339230
"CDK10","ENSG00000185324","16",89680737,89696354,8558
"HGS","ENSG00000185359","17",81683326,81703138,9146
"RAD51D","ENSG00000185379","17",35092221,35121522,5892
"FAAP100","ENSG00000185504","17",81539885,81553961,80233
"P4HB","ENSG00000185624","17",81843159,81860856,5034
"ANKFY1","ENSG00000185722","17",4163821,4263995,51479
"PCYT2","ENSG00000185813","17",81900958,81911432,5833
"EVI2B","ENSG00000185862","17",31303770,31314105,2124
"RTN4RL1","ENSG00000185924","17",1934677,2025334,146760
"KRT10","ENSG00000186395","17",40818117,40822614,3858
"SMYD4","ENSG00000186532","17",1779485,1830634,114826
"GPATCH8","ENSG00000186566","17",44395281,44503430,23131
"MIR22HG","ENSG00000186594","17",1711493,1717174,84981
"C17orf58","ENSG00000186665","17",67991099,67996469,284018
"HEXIM1","ENSG00000186834","17",45148475,45152099,10614
"MAPT","ENSG00000186868","17",45894527,46028334,4137
"SIRT7","ENSG00000187531","17",81911939,81921323,51547
"ZNF385C","ENSG00000187595","17",42025576,42098479,201181
"ZNF286A","ENSG00000187607","17",15699577,15720787,57335
"C17orf97","ENSG00000187624","17",410325,431062,400566
"TRPV2","ENSG00000187688","17",16415571,16437003,51393
"TMEM220","ENSG00000187824","17",10699015,10730023,388335
"PLSCR3","ENSG00000187838","17",7389727,7394842,57048
"MEIS3P2","ENSG00000188013","17",20589293,20590367,NA
"NBR1","ENSG00000188554","17",43170481,43211689,4077
