Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Cellular Component	GO:0031674	I band	 	3.468E-5	2.199E-2	1.999E-3	1.405E-2	15	166	PDE4B,OBSCN,ACTC1,RYR3,ADRA1A,TCAP,PDLIM4,SPHKAP,CSRP2,PARVA,AHNAK2,KCNA5,PYGM,NRAP,KRT19
GO: Cellular Component	GO:0030018	Z disc	 	5.099E-5	3.233E-2	2.694E-3	1.894E-2	14	152	PDE4B,OBSCN,RYR3,ADRA1A,TCAP,PDLIM4,SPHKAP,CSRP2,PARVA,AHNAK2,KCNA5,PYGM,NRAP,KRT19
GO: Cellular Component	GO:0060076	excitatory synapse	 	5.776E-5	3.662E-2	2.817E-3	1.980E-2	10	82	PDE4B,NLGN1,LRRTM2,CADPS2,ATP2B3,CALB2,GRID2,GRM4,P2RX6,UNC13C
GO: Cellular Component	GO:0030017	sarcomere	 	7.159E-5	4.539E-2	3.242E-3	2.279E-2	18	240	PDE4B,OBSCN,ACTC1,RYR3,SMPX,ADRA1A,MYBPHL,TCAP,PDLIM4,SPHKAP,CSRP2,PARVA,AHNAK2,KCNA5,PYGM,NRAP,KRT19,TNNT2
GO: Cellular Component	GO:0030016	myofibril	 	8.736E-5	5.538E-2	3.692E-3	2.596E-2	19	266	PDE4B,OBSCN,ACTC1,RYR3,SMPX,ADRA1A,MYBPHL,TCAP,PDLIM4,SPHKAP,CSRP2,PARVA,MYH15,AHNAK2,KCNA5,PYGM,NRAP,KRT19,TNNT2
GO: Cellular Component	GO:0098793	presynapse	 	1.292E-4	8.193E-2	4.617E-3	3.246E-2	36	706	EPHB2,PCSK1,PDE4B,RAB3C,ADCYAP1,ADRA1A,CNGB1,PNMT,HTR7,WFS1,WNT7A,RAB3D,NLGN1,SYT10,LRRTM2,SV2C,SLC2A13,CADPS2,ATP2B3,MX2,GAD1,NAAA,KCTD8,CPLX2,KCNA4,RAB12,CALB2,STON1,GRM4,GRM7,EFNB1,UNC13C,PCDH8,MARCKS,EPHA3,TPBG
GO: Cellular Component	GO:0043005	neuron projection	 	1.295E-4	8.210E-2	4.617E-3	3.246E-2	71	1738	EPHB2,PCSK1,PCSK5,PDE4B,DHRS3,MBP,ADCYAP1,SPTBN5,CPNE6,CLIC5,SCN9A,TRPV2,FLRT1,CNGB1,VGF,CIB1,HTR1E,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,ORAI2,SLA,PDLIM4,ARHGAP4,BCL11B,LRRTM2,CST3,CST5,SV2C,SLC2A13,CTSZ,MX2,GABRG1,GAD1,RELN,IMPA1,SPINK2,MYO5B,CPLX2,PALMD,DCC,PTGER3,RGMA,NEFH,GDPD5,KCNA4,GLRA2,NMB,NPTX1,CALB2,HDAC5,RBM3,CAMK2D,LAMA2,GRID2,AHCYL2,GRM4,GRM7,CRB1,P2RX6,UNC13C,PCDH8,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Cellular Component	GO:0097060	synaptic membrane	 	1.354E-4	8.585E-2	4.617E-3	3.246E-2	28	495	EPHB2,ADRA1A,TRPV2,HTR7,ITGA8,NLGN1,PDLIM4,LRRTM2,CADPS2,ATP2B3,MX2,GABRG1,KCTD8,DCC,KCNA4,GLRA2,NPTX2,CALB2,GRID1,GRID2,GRM4,GRM7,EFNB1,P2RX6,UNC13C,GSG1L,PCDH8,MARCKS
GO: Cellular Component	GO:0045211	postsynaptic membrane	 	1.384E-4	8.773E-2	4.617E-3	3.246E-2	22	346	EPHB2,ADRA1A,TRPV2,HTR7,NLGN1,PDLIM4,LRRTM2,CADPS2,MX2,GABRG1,KCTD8,DCC,KCNA4,GLRA2,NPTX2,GRID1,GRID2,GRM7,P2RX6,GSG1L,PCDH8,MARCKS
GO: Cellular Component	GO:0005788	endoplasmic reticulum lumen	 	1.564E-4	9.918E-2	4.959E-3	3.486E-2	21	325	PCSK1,PCSK5,MFGE8,VGF,COL5A2,COL10A1,COL11A1,WFS1,TNC,WNT3,WNT5A,COL27A1,WNT7A,PDGFD,CST3,CTSZ,PDIA5,LAMB1,EDN1,LGALS1,LRPAP1
GO: Cellular Component	GO:0005927	muscle tendon junction	 	1.750E-4	1.109E-1	5.282E-3	3.713E-2	3	5	SMPX,ITGA7,NRAP
GO: Cellular Component	GO:0016529	sarcoplasmic reticulum	 	2.766E-4	1.754E-1	7.972E-3	5.605E-2	9	81	RYR3,TMEM38A,SGCD,SLN,RASD1,PYGM,CA4,CAMK2D,GSTM5
GO: Cellular Component	GO:0099240	intrinsic component of synaptic membrane	 	4.960E-4	3.145E-1	1.367E-2	9.612E-2	17	257	EPHB2,ADRA1A,HTR7,NLGN1,LRRTM2,ATP2B3,DCC,KCNA4,GRID1,GRID2,GRM4,GRM7,EFNB1,P2RX6,GSG1L,PCDH8,MARCKS
GO: Cellular Component	GO:0005604	basement membrane	 	5.427E-4	3.441E-1	1.428E-2	1.004E-1	11	127	MATN2,NID2,TNC,CST3,CST5,NPNT,LAMA2,LAMA3,LAMB1,FREM3,TGFBI
GO: Cellular Component	GO:0099699	integral component of synaptic membrane	 	5.770E-4	3.658E-1	1.428E-2	1.004E-1	16	237	EPHB2,ADRA1A,HTR7,NLGN1,LRRTM2,ATP2B3,DCC,KCNA4,GRID1,GRID2,GRM4,GRM7,EFNB1,P2RX6,GSG1L,PCDH8
GO: Cellular Component	GO:0032398	MHC class Ib protein complex	 	5.886E-4	3.732E-1	1.428E-2	1.004E-1	3	7	HLA-A,HLA-B,HLA-F
GO: Cellular Component	GO:0016528	sarcoplasm	 	6.080E-4	3.855E-1	1.428E-2	1.004E-1	9	90	RYR3,TMEM38A,SGCD,SLN,RASD1,PYGM,CA4,CAMK2D,GSTM5
GO: Cellular Component	GO:0036477	somatodendritic compartment	 	8.502E-4	5.390E-1	1.925E-2	1.353E-1	50	1197	EPHB2,PCSK1,PCSK5,PDE4B,MBP,ADCYAP1,CPNE6,TRPV2,FLRT1,VGF,CIB1,HTR1E,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,SLA,PDLIM4,LRRTM2,CST3,CST5,MX2,GABRG1,RELN,IMPA1,MYO5B,CPLX2,PALMD,PDE10A,PTGER3,GHR,NEFH,GDPD5,KCNA4,CALB2,RBM3,CAMK2D,LAMA2,GRID2,GRM4,GRM7,P2RX6,PCDH8,MARCKS,TPBG,HDC,EPHA5
GO: Cellular Component	GO:0043235	receptor complex	 	9.182E-4	5.821E-1	2.007E-2	1.411E-1	24	450	EPHB2,RAMP3,LY96,COL10A1,HTR2C,ITGA8,NLGN1,ACVR1C,MST1R,CAPRIN2,GABRG1,KCTD8,ITGA7,GHR,NPNT,GPR20,PKD2L1,GRID2,GRM7,CD8A,P2RX6,CALCRL,EPHA3,EPHA5
GO: Cellular Component	GO:0030425	dendrite	 	1.157E-3	7.336E-1	2.367E-2	1.664E-1	38	853	EPHB2,PCSK1,PCSK5,PDE4B,CPNE6,TRPV2,CIB1,HTR1E,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,SLA,PDLIM4,LRRTM2,MX2,GABRG1,RELN,MYO5B,CPLX2,PALMD,NEFH,KCNA4,CALB2,RBM3,LAMA2,GRID2,GRM4,GRM7,P2RX6,PCDH8,MARCKS,TPBG,HDC,EPHA5
GO: Cellular Component	GO:0097447	dendritic tree	 	1.157E-3	7.336E-1	2.367E-2	1.664E-1	38	853	EPHB2,PCSK1,PCSK5,PDE4B,CPNE6,TRPV2,CIB1,HTR1E,KLHL1,HTR2C,PNMT,HTR7,WFS1,ITGA8,NLGN1,SLA,PDLIM4,LRRTM2,MX2,GABRG1,RELN,MYO5B,CPLX2,PALMD,NEFH,KCNA4,CALB2,RBM3,LAMA2,GRID2,GRM4,GRM7,P2RX6,PCDH8,MARCKS,TPBG,HDC,EPHA5
GO: Cellular Component	GO:0042383	sarcolemma	 	1.348E-3	8.548E-1	2.671E-2	1.878E-1	13	186	OBSCN,RYR3,ADRA1A,CIB1,SGCD,AHNAK2,ITGA7,CA4,KRT19,CAMK2D,LAMA2,CAV2,SNTG2
GO: Cellular Component	GO:0098936	intrinsic component of postsynaptic membrane	 	1.415E-3	8.972E-1	2.719E-2	1.911E-1	13	187	EPHB2,ADRA1A,HTR7,NLGN1,LRRTM2,DCC,KCNA4,GRID1,GRID2,P2RX6,GSG1L,PCDH8,MARCKS
GO: Cellular Component	GO:0042612	MHC class I protein complex	 	1.902E-3	1.000E0	3.547E-2	2.493E-1	3	10	HLA-A,HLA-B,HLA-F
GO: Cellular Component	GO:1903143	adrenomedullin receptor complex	 	2.044E-3	1.000E0	3.600E-2	2.531E-1	2	3	RAMP3,CALCRL
GO: Cellular Component	GO:0034678	integrin alpha8-beta1 complex	 	2.044E-3	1.000E0	3.600E-2	2.531E-1	2	3	ITGA8,NPNT
GO: Cellular Component	GO:0099055	integral component of postsynaptic membrane	 	2.622E-3	1.000E0	4.480E-2	3.150E-1	12	177	EPHB2,ADRA1A,HTR7,NLGN1,LRRTM2,DCC,KCNA4,GRID1,GRID2,P2RX6,GSG1L,PCDH8
GO: Cellular Component	GO:0015629	actin cytoskeleton	 	2.685E-3	1.000E0	4.480E-2	3.150E-1	37	865	WIPF3,OBSCN,ACTC1,AFAP1L1,SPTBN5,CLIC5,ANTXR1,NEURL1B,PLEKHH2,ONECUT2,CIB1,NLGN1,PDLIM4,MST1R,ARHGAP6,PARVA,MYH15,SWAP70,MYO5B,SPTB,PTGER3,DNALI1,MYO5C,NPFFR2,CCN5,RTKN2,ACTL8,CA4,TMSB15A,CALB2,KRT19,TMSB15B,CRB1,SH3PXD2B,TNNT2,MARCKS,EPHA3
GO: Cellular Component	GO:0055038	recycling endosome membrane	 	2.763E-3	1.000E0	4.491E-2	3.157E-1	8	91	ZDHHC2,HLA-A,HLA-B,HLA-F,EHD2,FZD7,PDLIM4,RAB12
GO: Cellular Component	GO:0098797	plasma membrane protein complex	 	2.909E-3	1.000E0	4.610E-2	3.241E-1	29	633	KCNMB2,PDE4B,RAMP3,HLA-A,HLA-B,HLA-F,FZD8,SCN9A,SGCD,WNT3,ITGA8,NLGN1,ACVR1C,GNA14,CACNA2D3,ITGA7,KCNA4,KCNA5,KCNG1,NPNT,KRT19,GRID2,CAV2,CD8A,SNTG2,CALCRL,CDH6,CDH11,CDH12
GO: Cellular Component	GO:0098978	glutamatergic synapse	 	3.135E-3	1.000E0	4.831E-2	3.396E-1	25	522	EPHB2,ACTC1,ADRA1A,WNT5A,WNT7A,NLGN1,LRRTM2,PLCXD3,CADPS2,ATP2B3,MYO5B,CPLX2,KCNA4,NPTX1,NPTX2,GRID1,GRID2,GRM4,GRM7,EFNB1,P2RX6,GSG1L,PCDH8,CDH11,MARCKS
GO: Cellular Component	GO:0045179	apical cortex	 	3.353E-3	1.000E0	4.831E-2	3.396E-1	3	12	SPTBN5,HAMP,MYO5B
GO: Cellular Component	GO:0005583	fibrillar collagen trimer	 	3.353E-3	1.000E0	4.831E-2	3.396E-1	3	12	COL5A2,COL11A1,COL27A1
GO: Cellular Component	GO:0098643	banded collagen fibril	 	3.353E-3	1.000E0	4.831E-2	3.396E-1	3	12	COL5A2,COL11A1,COL27A1
Pathway	M3008	Genes encoding structural ECM glycoproteins	MSigDB C2 BIOCARTA (v7.5.1)	7.430E-10	1.442E-6	1.442E-6	1.175E-5	24	195	THSD4,MATN2,VIT,SLIT2,MFGE8,AEBP1,NID2,TNC,TSKU,RELN,VWDE,CCN5,COCH,PXDN,NPNT,VWA3A,LAMA2,LAMA3,LAMB1,TGFBI,LGI2,VWA5A,PCOLCE2,TNFAIP6
Pathway	M5884	Ensemble of genes encoding core extracellular matrix including ECM glycoproteins, collagens and proteoglycans	MSigDB C2 BIOCARTA (v7.5.1)	1.929E-9	3.743E-6	1.871E-6	1.525E-5	28	273	THSD4,MATN2,VIT,SLIT2,MFGE8,AEBP1,COL5A2,NID2,COL10A1,COL11A1,TNC,COL27A1,TSKU,RELN,VWDE,CCN5,COCH,PXDN,NPNT,VWA3A,LAMA2,LAMA3,LAMB1,TGFBI,LGI2,VWA5A,PCOLCE2,TNFAIP6
Pathway	M5889	Ensemble of genes encoding extracellular matrix and extracellular matrix-associated proteins 	MSigDB C2 BIOCARTA (v7.5.1)	5.022E-8	9.744E-5	3.248E-5	2.646E-4	58	1009	THSD4,PCSK5,ADAMTS19,MATN2,VIT,SLIT2,MFGE8,AEBP1,AGT,PLAU,PLOD2,COL5A2,NID2,SEMA3C,COL10A1,COL11A1,ADAMTS2,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,TSKU,TNFSF13B,FRZB,PDGFD,CST3,CST5,FAM20A,CTSZ,RELN,ADAM19,VWDE,CCN5,BMP8B,COCH,PXDN,ADAMTS9,SULF1,SERPING1,NPNT,VWA3A,LAMA2,LAMA3,LAMB1,ADAMTS8,FREM3,LGALS1,LGALS8,TGFBI,SEMA3D,LGI2,VWA5A,CCBE1,WFIKKN2,PCOLCE2,TNFAIP6
Pathway	P00057	Wnt signaling pathway	PantherDB	6.804E-7	1.320E-3	3.300E-4	2.689E-3	25	297	ACTC1,FZD7,FZD8,PCDH19,PCDH10,WNT3,WNT5A,WNT7A,PCDH11Y,WNT2B,ACVR1C,GNA14,FRZB,SMARCA2,PCDH11X,TCF7L2,FRAT1,FRAT2,EDN1,TLE1,CDH6,PCDH8,CDH11,CDH12,HELLS
Pathway	M18	Beta1 integrin cell surface interactions	MSigDB C2 BIOCARTA (v7.5.1)	1.609E-6	3.122E-3	6.244E-4	5.088E-3	11	66	PLAU,COL5A2,COL11A1,TNC,ITGA8,ITGA7,NPNT,LAMA2,LAMA3,LAMB1,TGFBI
Pathway	P00012	Cadherin signaling pathway	PantherDB	3.990E-6	7.741E-3	1.290E-3	1.051E-2	16	151	ACTC1,FZD7,FZD8,PCDH19,PCDH10,WNT3,WNT5A,WNT7A,PCDH11Y,WNT2B,PCDH11X,TCF7L2,CDH6,PCDH8,CDH11,CDH12
Pathway	M7098	ECM-receptor interaction	MSigDB C2 BIOCARTA (v7.5.1)	9.832E-5	1.907E-1	2.725E-2	2.220E-1	10	84	COL5A2,COL11A1,TNC,ITGA8,SV2C,RELN,ITGA7,LAMA2,LAMA3,LAMB1
Pathway	M39563	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	MSigDB C2 BIOCARTA (v7.5.1)	1.201E-4	2.330E-1	2.913E-2	2.373E-1	10	86	FZD7,FZD8,PLAU,WNT3,WNT5A,WNT7A,WNT2B,TCF7L2,FRAT1,FRAT2
